,batting_team,bowling_team,city,runs_left,balls_left,wickets_remaining,total_run_x,crr,rrr,results
60000,Punjab Kings,Royal Challengers Bangalore,Bangalore,142,117,0,159,34.0,7.28,0
60234,Sunrisers Hyderabad,Chennai Super Kings,Chennai,161,125,9,161,-0.0,7.73,0
60240,Sunrisers Hyderabad,Chennai Super Kings,Chennai,153,119,3,161,48.0,7.71,0
60241,Sunrisers Hyderabad,Chennai Super Kings,Chennai,152,118,2,161,27.0,7.73,0
60242,Sunrisers Hyderabad,Chennai Super Kings,Chennai,152,117,1,161,18.0,7.79,0
60243,Sunrisers Hyderabad,Chennai Super Kings,Chennai,152,116,0,161,13.5,7.86,0
60480,Punjab Kings,Punjab Kings,Chandigarh,178,125,9,178,-0.0,8.54,0
60486,Punjab Kings,Punjab Kings,Chandigarh,170,119,3,178,48.0,8.57,0
60487,Punjab Kings,Punjab Kings,Chandigarh,170,118,2,178,24.0,8.64,0
60488,Punjab Kings,Punjab Kings,Chandigarh,170,117,1,178,16.0,8.72,0
60489,Punjab Kings,Punjab Kings,Chandigarh,170,116,0,178,12.0,8.79,0
60732,Mumbai Indians,Chennai Super Kings,Mumbai,174,125,9,174,-0.0,8.35,1
60733,Mumbai Indians,Chennai Super Kings,Mumbai,174,124,8,174,-0.0,8.42,1
60734,Mumbai Indians,Chennai Super Kings,Mumbai,174,123,7,174,-0.0,8.49,1
60735,Mumbai Indians,Chennai Super Kings,Mumbai,174,122,6,174,-0.0,8.56,1
60736,Mumbai Indians,Chennai Super Kings,Mumbai,174,121,5,174,-0.0,8.63,1
60738,Mumbai Indians,Chennai Super Kings,Mumbai,174,119,3,174,0.0,8.77,1
60739,Mumbai Indians,Chennai Super Kings,Mumbai,172,118,2,174,6.0,8.75,1
60740,Mumbai Indians,Chennai Super Kings,Mumbai,172,117,1,174,4.0,8.82,1
60741,Mumbai Indians,Chennai Super Kings,Mumbai,168,116,0,174,9.0,8.69,1
60978,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,182,125,9,182,-0.0,8.74,1
60984,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,171,119,3,182,66.0,8.62,1
60985,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,169,118,2,182,39.0,8.59,1
60986,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,169,117,1,182,26.0,8.67,1
60987,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,165,116,0,182,25.5,8.53,1
61224,Kolkata Knight Riders,Delhi Capitals,Delhi,144,119,3,154,60.0,7.26,1
61225,Kolkata Knight Riders,Delhi Capitals,Delhi,143,118,2,154,33.0,7.27,1
61226,Kolkata Knight Riders,Delhi Capitals,Delhi,142,117,1,154,24.0,7.28,1
61227,Kolkata Knight Riders,Delhi Capitals,Delhi,142,116,0,154,18.0,7.34,1
61460,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,171,125,9,171,-0.0,8.21,0
61466,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,162,119,3,171,54.0,8.17,0
61467,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,162,118,2,171,27.0,8.24,0
61468,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,162,117,1,171,18.0,8.31,0
61469,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,161,116,0,171,15.0,8.33,0
61705,Royal Challengers Bangalore,Mumbai Indians,Mumbai,142,125,9,142,-0.0,6.82,1
61706,Royal Challengers Bangalore,Mumbai Indians,Mumbai,142,124,8,142,-0.0,6.87,1
61707,Royal Challengers Bangalore,Mumbai Indians,Mumbai,142,123,7,142,-0.0,6.93,1
61708,Royal Challengers Bangalore,Mumbai Indians,Mumbai,142,122,6,142,-0.0,6.98,1
61711,Royal Challengers Bangalore,Mumbai Indians,Mumbai,138,119,3,142,24.0,6.96,1
61712,Royal Challengers Bangalore,Mumbai Indians,Mumbai,137,118,2,142,15.0,6.97,1
61713,Royal Challengers Bangalore,Mumbai Indians,Mumbai,136,117,1,142,12.0,6.97,1
61714,Royal Challengers Bangalore,Mumbai Indians,Mumbai,136,116,0,142,9.0,7.03,1
61943,Delhi Capitals,Sunrisers Hyderabad,Hyderabad,172,119,3,188,96.0,8.67,0
61944,Delhi Capitals,Sunrisers Hyderabad,Hyderabad,171,118,2,188,51.0,8.69,0
61945,Delhi Capitals,Sunrisers Hyderabad,Hyderabad,166,117,1,188,44.0,8.51,0
61946,Delhi Capitals,Sunrisers Hyderabad,Hyderabad,166,116,0,188,33.0,8.59,0
62173,Chennai Super Kings,Rajasthan Royals,Jaipur,126,119,3,127,6.0,6.35,1
62174,Chennai Super Kings,Rajasthan Royals,Jaipur,122,118,2,127,15.0,6.2,1
62175,Chennai Super Kings,Rajasthan Royals,Jaipur,121,117,1,127,12.0,6.21,1
62176,Chennai Super Kings,Rajasthan Royals,Jaipur,121,116,0,127,9.0,6.26,1
62413,Kolkata Knight Riders,Mumbai Indians,Kolkata,180,119,3,183,18.0,9.08,0
62414,Kolkata Knight Riders,Mumbai Indians,Kolkata,180,118,2,183,9.0,9.15,0
62415,Kolkata Knight Riders,Mumbai Indians,Kolkata,180,117,1,183,6.0,9.23,0
62416,Kolkata Knight Riders,Mumbai Indians,Kolkata,179,116,0,183,6.0,9.26,0
62654,Chennai Super Kings,Delhi Capitals,Chennai,115,125,9,115,-0.0,5.52,1
62655,Chennai Super Kings,Delhi Capitals,Chennai,115,124,8,115,-0.0,5.56,1
62660,Chennai Super Kings,Delhi Capitals,Chennai,113,119,3,115,12.0,5.7,1
62661,Chennai Super Kings,Delhi Capitals,Chennai,109,118,2,115,18.0,5.54,1
62662,Chennai Super Kings,Delhi Capitals,Chennai,108,117,1,115,14.0,5.54,1
62663,Chennai Super Kings,Delhi Capitals,Chennai,108,116,0,115,10.5,5.59,1
62870,Punjab Kings,Punjab Kings,Chandigarh,191,125,9,191,-0.0,9.17,0
62871,Punjab Kings,Punjab Kings,Chandigarh,191,124,8,191,-0.0,9.24,0
62876,Punjab Kings,Punjab Kings,Chandigarh,187,119,3,191,24.0,9.43,0
62877,Punjab Kings,Punjab Kings,Chandigarh,186,118,2,191,15.0,9.46,0
62878,Punjab Kings,Punjab Kings,Chandigarh,185,117,1,191,12.0,9.49,0
62879,Punjab Kings,Punjab Kings,Chandigarh,185,116,0,191,9.0,9.57,0
63123,Mumbai Indians,Royal Challengers Bangalore,Bangalore,172,125,9,172,-0.0,8.26,1
63129,Mumbai Indians,Royal Challengers Bangalore,Bangalore,170,119,3,172,12.0,8.57,1
63130,Mumbai Indians,Royal Challengers Bangalore,Bangalore,170,119,2,172,12.0,8.57,1
63131,Mumbai Indians,Royal Challengers Bangalore,Bangalore,168,118,1,172,12.0,8.54,1
63132,Mumbai Indians,Royal Challengers Bangalore,Bangalore,168,117,0,172,8.0,8.62,1
63369,Chennai Super Kings,Kolkata Knight Riders,Kolkata,159,125,9,159,-0.0,7.63,1
63370,Chennai Super Kings,Kolkata Knight Riders,Kolkata,159,124,8,159,-0.0,7.69,1
63375,Chennai Super Kings,Kolkata Knight Riders,Kolkata,154,119,3,159,30.0,7.76,1
63376,Chennai Super Kings,Kolkata Knight Riders,Kolkata,150,118,2,159,27.0,7.63,1
63377,Chennai Super Kings,Kolkata Knight Riders,Kolkata,150,117,1,159,18.0,7.69,1
63378,Chennai Super Kings,Kolkata Knight Riders,Kolkata,149,116,0,159,15.0,7.71,1
63611,Delhi Capitals,Delhi Capitals,Delhi,137,125,9,137,-0.0,6.58,0
63617,Delhi Capitals,Delhi Capitals,Delhi,126,119,3,137,66.0,6.35,0
63618,Delhi Capitals,Delhi Capitals,Delhi,122,118,2,137,45.0,6.2,0
63619,Delhi Capitals,Delhi Capitals,Delhi,121,117,1,137,32.0,6.21,0
63620,Delhi Capitals,Delhi Capitals,Delhi,117,116,0,137,30.0,6.05,0
63854,Mumbai Indians,Kolkata Knight Riders,Mumbai,141,125,9,141,-0.0,6.77,0
63860,Mumbai Indians,Kolkata Knight Riders,Mumbai,136,119,3,141,30.0,6.86,0
63861,Mumbai Indians,Kolkata Knight Riders,Mumbai,136,118,2,141,15.0,6.92,0
63862,Mumbai Indians,Kolkata Knight Riders,Mumbai,136,117,1,141,10.0,6.97,0
63863,Mumbai Indians,Kolkata Knight Riders,Mumbai,135,116,0,141,9.0,6.98,0
64098,Punjab Kings,Punjab Kings,Dharamsala,111,119,3,121,60.0,5.6,0
64099,Punjab Kings,Punjab Kings,Dharamsala,110,118,2,121,33.0,5.59,0
64100,Punjab Kings,Punjab Kings,Dharamsala,110,117,1,121,22.0,5.64,0
64101,Punjab Kings,Punjab Kings,Dharamsala,106,116,0,121,22.5,5.48,0
64323,Delhi Capitals,Delhi Capitals,Delhi,205,119,3,216,66.0,10.34,0
64324,Delhi Capitals,Delhi Capitals,Delhi,205,119,2,216,66.0,10.34,0
64325,Delhi Capitals,Delhi Capitals,Delhi,205,118,1,216,33.0,10.42,0
64326,Delhi Capitals,Delhi Capitals,Delhi,199,117,0,216,34.0,10.21,0
64565,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,127,125,9,127,-0.0,6.1,0
64571,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,115,119,3,127,72.0,5.8,0
64572,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,115,118,2,127,36.0,5.85,0
64573,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,115,117,1,127,24.0,5.9,0
64574,Sunrisers Hyderabad,Sunrisers Hyderabad,Hyderabad,114,116,0,127,19.5,5.9,0
64807,Delhi Capitals,Punjab Kings,Dharamsala,142,125,9,142,-0.0,6.82,0
64813,Delhi Capitals,Punjab Kings,Dharamsala,132,119,3,142,60.0,6.66,0
64814,Delhi Capitals,Punjab Kings,Dharamsala,128,118,2,142,42.0,6.51,0
64815,Delhi Capitals,Punjab Kings,Dharamsala,128,117,1,142,28.0,6.56,0
64816,Delhi Capitals,Punjab Kings,Dharamsala,128,116,0,142,21.0,6.62,0
65050,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,126,119,3,133,42.0,6.35,0
65051,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,126,118,2,133,21.0,6.41,0
65052,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,122,117,1,133,22.0,6.26,0
65053,Royal Challengers Bangalore,Sunrisers Hyderabad,Hyderabad,116,116,0,133,25.5,6.0,0
65299,Mumbai Indians,Rajasthan Royals,Jaipur,163,125,9,163,-0.0,7.82,1
65300,Mumbai Indians,Rajasthan Royals,Jaipur,163,124,8,163,-0.0,7.89,1
65305,Mumbai Indians,Rajasthan Royals,Jaipur,155,119,3,163,48.0,7.82,1
65306,Mumbai Indians,Rajasthan Royals,Jaipur,155,118,2,163,24.0,7.88,1
65307,Mumbai Indians,Rajasthan Royals,Jaipur,155,117,1,163,16.0,7.95,1
65308,Mumbai Indians,Rajasthan Royals,Jaipur,155,116,0,163,12.0,8.02,1
65545,Delhi Capitals,Delhi Capitals,Pune,152,119,3,163,66.0,7.66,0
65546,Delhi Capitals,Delhi Capitals,Pune,150,119,2,163,78.0,7.56,0
65547,Delhi Capitals,Delhi Capitals,Pune,149,118,1,163,42.0,7.58,0
65548,Delhi Capitals,Delhi Capitals,Pune,145,117,0,163,36.0,7.44,0
65786,Mumbai Indians,Chennai Super Kings,Bangalore,188,125,9,188,-0.0,9.02,0
65792,Mumbai Indians,Chennai Super Kings,Bangalore,181,119,3,188,42.0,9.13,0
65793,Mumbai Indians,Chennai Super Kings,Bangalore,177,118,2,188,33.0,9.0,0
65794,Mumbai Indians,Chennai Super Kings,Bangalore,175,117,1,188,26.0,8.97,0
65795,Mumbai Indians,Chennai Super Kings,Bangalore,175,116,0,188,19.5,9.05,0
66035,Delhi Capitals,Delhi Capitals,Chennai,223,125,9,223,-0.0,10.7,0
66041,Delhi Capitals,Delhi Capitals,Chennai,216,119,3,223,42.0,10.89,0
66042,Delhi Capitals,Delhi Capitals,Chennai,212,118,2,223,33.0,10.78,0
66043,Delhi Capitals,Delhi Capitals,Chennai,208,117,1,223,30.0,10.67,0
66044,Delhi Capitals,Delhi Capitals,Chennai,208,116,0,223,22.5,10.76,0
66265,Kolkata Knight Riders,Chennai Super Kings,Chennai,191,125,9,191,-0.0,9.17,1
66271,Kolkata Knight Riders,Chennai Super Kings,Chennai,188,119,3,191,18.0,9.48,1
66272,Kolkata Knight Riders,Chennai Super Kings,Chennai,187,118,2,191,12.0,9.51,1
66273,Kolkata Knight Riders,Chennai Super Kings,Chennai,187,117,1,191,8.0,9.59,1
66274,Kolkata Knight Riders,Chennai Super Kings,Chennai,183,116,0,191,12.0,9.47,1
66513,Kolkata Knight Riders,Delhi Capitals,Kolkata,129,125,9,129,-0.0,6.19,1
66514,Kolkata Knight Riders,Delhi Capitals,Kolkata,129,124,8,129,-0.0,6.24,1
66515,Kolkata Knight Riders,Delhi Capitals,Kolkata,129,123,7,129,-0.0,6.29,1
66516,Kolkata Knight Riders,Delhi Capitals,Kolkata,129,122,6,129,-0.0,6.34,1
66517,Kolkata Knight Riders,Delhi Capitals,Kolkata,129,121,5,129,-0.0,6.4,1
66519,Kolkata Knight Riders,Delhi Capitals,Kolkata,128,119,3,129,6.0,6.45,1
66520,Kolkata Knight Riders,Delhi Capitals,Kolkata,128,118,2,129,3.0,6.51,1
66521,Kolkata Knight Riders,Delhi Capitals,Kolkata,124,117,1,129,10.0,6.36,1
66522,Kolkata Knight Riders,Delhi Capitals,Kolkata,124,116,0,129,7.5,6.41,1
66753,Mumbai Indians,Royal Challengers Bangalore,Bangalore,157,125,9,157,-0.0,7.54,0
66754,Mumbai Indians,Royal Challengers Bangalore,Bangalore,157,124,8,157,-0.0,7.6,0
66759,Mumbai Indians,Royal Challengers Bangalore,Bangalore,154,119,3,157,18.0,7.76,0
66760,Mumbai Indians,Royal Challengers Bangalore,Bangalore,154,118,2,157,9.0,7.83,0
66761,Mumbai Indians,Royal Challengers Bangalore,Bangalore,154,117,1,157,6.0,7.9,0
66762,Mumbai Indians,Royal Challengers Bangalore,Bangalore,154,116,0,157,4.5,7.97,0
67003,Delhi Capitals,Delhi Capitals,Delhi,161,119,3,166,30.0,8.12,0
67004,Delhi Capitals,Delhi Capitals,Delhi,161,119,2,166,30.0,8.12,0
67005,Delhi Capitals,Delhi Capitals,Delhi,161,118,1,166,15.0,8.19,0
67006,Delhi Capitals,Delhi Capitals,Delhi,157,117,0,166,18.0,8.05,0
67255,Chennai Super Kings,Mumbai Indians,Chennai,142,119,3,149,42.0,7.16,0
67256,Chennai Super Kings,Mumbai Indians,Chennai,141,118,2,149,24.0,7.17,0
67257,Chennai Super Kings,Mumbai Indians,Chennai,139,117,1,149,20.0,7.13,0
67258,Chennai Super Kings,Mumbai Indians,Chennai,139,116,0,149,15.0,7.19,0
67504,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,127,119,3,131,24.0,6.4,1
67505,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,126,118,2,131,15.0,6.41,1
67506,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,126,117,1,131,10.0,6.46,1
67507,Sunrisers Hyderabad,Royal Challengers Bangalore,Hyderabad,125,116,0,131,9.0,6.47,1
67764,Kolkata Knight Riders,Rajasthan Royals,Jaipur,131,119,3,145,84.0,6.61,0
67765,Kolkata Knight Riders,Rajasthan Royals,Jaipur,130,119,2,145,90.0,6.55,0
67766,Kolkata Knight Riders,Rajasthan Royals,Jaipur,129,118,1,145,48.0,6.56,0
67767,Kolkata Knight Riders,Rajasthan Royals,Jaipur,129,117,0,145,32.0,6.62,0
68002,Delhi Capitals,Mumbai Indians,Mumbai,210,125,9,210,-0.0,10.08,0
68003,Delhi Capitals,Mumbai Indians,Mumbai,210,124,8,210,-0.0,10.16,0
68008,Delhi Capitals,Mumbai Indians,Mumbai,208,119,3,210,12.0,10.49,0
68009,Delhi Capitals,Mumbai Indians,Mumbai,208,118,2,210,6.0,10.58,0
68010,Delhi Capitals,Mumbai Indians,Mumbai,208,117,1,210,4.0,10.67,0
68011,Delhi Capitals,Mumbai Indians,Mumbai,204,116,0,210,9.0,10.55,0
68251,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,162,125,9,162,-0.0,7.78,1
68252,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,162,124,8,162,-0.0,7.84,1
68257,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,146,119,3,162,96.0,7.36,1
68258,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,146,118,2,162,48.0,7.42,1
68259,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,146,117,1,162,32.0,7.49,1
68260,Royal Challengers Bangalore,Sunrisers Hyderabad,Bangalore,146,116,0,162,24.0,7.55,1
68488,Chennai Super Kings,Punjab Kings,Chandigarh,133,119,3,139,36.0,6.71,1
68489,Chennai Super Kings,Punjab Kings,Chandigarh,132,119,2,139,42.0,6.66,1
68490,Chennai Super Kings,Punjab Kings,Chandigarh,132,118,1,139,21.0,6.71,1
68491,Chennai Super Kings,Punjab Kings,Chandigarh,132,117,0,139,14.0,6.77,1
68711,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,155,125,9,155,-0.0,7.44,1
68712,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,155,124,8,155,-0.0,7.5,1
68713,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,155,123,7,155,-0.0,7.56,1
68717,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,147,119,3,155,48.0,7.41,1
68718,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,146,118,2,155,27.0,7.42,1
68719,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,145,117,1,155,20.0,7.44,1
68720,Royal Challengers Bangalore,Kolkata Knight Riders,Bangalore,145,116,0,155,15.0,7.5,1
68950,Sunrisers Hyderabad,Delhi Capitals,Delhi,115,125,9,115,-0.0,5.52,1
68951,Sunrisers Hyderabad,Delhi Capitals,Delhi,115,124,8,115,-0.0,5.56,1
68952,Sunrisers Hyderabad,Delhi Capitals,Delhi,115,123,7,115,-0.0,5.61,1
68953,Sunrisers Hyderabad,Delhi Capitals,Delhi,115,122,6,115,-0.0,5.66,1
68954,Sunrisers Hyderabad,Delhi Capitals,Delhi,115,121,5,115,-0.0,5.7,1
68956,Sunrisers Hyderabad,Delhi Capitals,Delhi,113,119,3,115,12.0,5.7,1
68957,Sunrisers Hyderabad,Delhi Capitals,Delhi,113,119,2,115,12.0,5.7,1
68958,Sunrisers Hyderabad,Delhi Capitals,Delhi,113,118,1,115,6.0,5.75,1
68959,Sunrisers Hyderabad,Delhi Capitals,Delhi,113,117,0,115,4.0,5.79,1
69201,Chennai Super Kings,Royal Challengers Bangalore,Chennai,163,119,3,166,18.0,8.22,1
69202,Chennai Super Kings,Royal Challengers Bangalore,Chennai,162,119,2,166,24.0,8.17,1
69203,Chennai Super Kings,Royal Challengers Bangalore,Chennai,162,118,1,166,12.0,8.24,1
69204,Chennai Super Kings,Royal Challengers Bangalore,Chennai,162,117,0,166,8.0,8.31,1
69451,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,174,119,3,181,42.0,8.77,0
69452,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,173,118,2,181,24.0,8.8,0
69453,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,172,117,1,181,18.0,8.82,0
69454,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata,171,116,0,181,15.0,8.84,0
69690,Rajasthan Royals,Punjab Kings,Jaipur,119,119,3,125,36.0,6.0,1
69691,Rajasthan Royals,Punjab Kings,Jaipur,118,119,2,125,42.0,5.95,1
69692,Rajasthan Royals,Punjab Kings,Jaipur,118,118,1,125,21.0,6.0,1
69693,Rajasthan Royals,Punjab Kings,Jaipur,118,117,0,125,14.0,6.05,1
69926,Kolkata Knight Riders,Punjab Kings,Chandigarh,158,125,9,158,-0.0,7.58,0
69927,Kolkata Knight Riders,Punjab Kings,Chandigarh,158,124,8,158,-0.0,7.65,0
69928,Kolkata Knight Riders,Punjab Kings,Chandigarh,158,123,7,158,-0.0,7.71,0
69929,Kolkata Knight Riders,Punjab Kings,Chandigarh,158,122,6,158,-0.0,7.77,0
69932,Kolkata Knight Riders,Punjab Kings,Chandigarh,157,119,3,158,6.0,7.92,0
69933,Kolkata Knight Riders,Punjab Kings,Chandigarh,157,118,2,158,3.0,7.98,0
69934,Kolkata Knight Riders,Punjab Kings,Chandigarh,157,117,1,158,2.0,8.05,0
69935,Kolkata Knight Riders,Punjab Kings,Chandigarh,156,116,0,158,3.0,8.07,0
70181,Royal Challengers Bangalore,Delhi Capitals,Bangalore,150,119,3,153,18.0,7.56,1
70182,Royal Challengers Bangalore,Delhi Capitals,Bangalore,150,118,2,153,9.0,7.63,1
70183,Royal Challengers Bangalore,Delhi Capitals,Bangalore,150,117,1,153,6.0,7.69,1
70184,Royal Challengers Bangalore,Delhi Capitals,Bangalore,150,116,0,153,4.5,7.76,1
70443,Mumbai Indians,Rajasthan Royals,Jaipur,175,119,3,180,30.0,8.82,0
70444,Mumbai Indians,Rajasthan Royals,Jaipur,175,118,2,180,15.0,8.9,0
70445,Mumbai Indians,Rajasthan Royals,Jaipur,175,117,1,180,10.0,8.97,0
70446,Mumbai Indians,Rajasthan Royals,Jaipur,174,116,0,180,9.0,9.0,0
70675,Delhi Capitals,Delhi Capitals,Delhi,170,125,9,170,-0.0,8.16,0
70676,Delhi Capitals,Delhi Capitals,Delhi,170,124,8,170,-0.0,8.23,0
70681,Delhi Capitals,Delhi Capitals,Delhi,161,119,3,170,54.0,8.12,0
70682,Delhi Capitals,Delhi Capitals,Delhi,160,119,2,170,60.0,8.07,0
70683,Delhi Capitals,Delhi Capitals,Delhi,160,118,1,170,30.0,8.14,0
70684,Delhi Capitals,Delhi Capitals,Delhi,159,117,0,170,22.0,8.15,0
70906,Sunrisers Hyderabad,Punjab Kings,Hyderabad,124,125,9,124,-0.0,5.95,1
70907,Sunrisers Hyderabad,Punjab Kings,Hyderabad,124,124,8,124,-0.0,6.0,1
70908,Sunrisers Hyderabad,Punjab Kings,Hyderabad,124,123,7,124,-0.0,6.05,1
70909,Sunrisers Hyderabad,Punjab Kings,Hyderabad,124,122,6,124,-0.0,6.1,1
70910,Sunrisers Hyderabad,Punjab Kings,Hyderabad,124,121,5,124,-0.0,6.15,1
70912,Sunrisers Hyderabad,Punjab Kings,Hyderabad,123,119,3,124,6.0,6.2,1
70913,Sunrisers Hyderabad,Punjab Kings,Hyderabad,123,118,2,124,3.0,6.25,1
70914,Sunrisers Hyderabad,Punjab Kings,Hyderabad,122,117,1,124,4.0,6.26,1
70915,Sunrisers Hyderabad,Punjab Kings,Hyderabad,121,116,0,124,4.5,6.26,1
71147,Chennai Super Kings,Kolkata Knight Riders,Kolkata,113,119,3,120,42.0,5.7,1
71148,Chennai Super Kings,Kolkata Knight Riders,Kolkata,109,118,2,120,33.0,5.54,1
71149,Chennai Super Kings,Kolkata Knight Riders,Kolkata,109,117,1,120,22.0,5.59,1
71150,Chennai Super Kings,Kolkata Knight Riders,Kolkata,109,116,0,120,16.5,5.64,1
71375,Royal Challengers Bangalore,Rajasthan Royals,Bangalore,118,125,9,118,-0.0,5.66,1
71381,Royal Challengers Bangalore,Rajasthan Royals,Bangalore,113,119,3,118,30.0,5.7,1
71382,Royal Challengers Bangalore,Rajasthan Royals,Bangalore,113,118,2,118,15.0,5.75,1
71383,Royal Challengers Bangalore,Rajasthan Royals,Bangalore,113,117,1,118,10.0,5.79,1
71384,Royal Challengers Bangalore,Rajasthan Royals,Bangalore,113,116,0,118,7.5,5.84,1
71611,Delhi Capitals,Delhi Capitals,Delhi,162,125,9,162,-0.0,7.78,0
71612,Delhi Capitals,Delhi Capitals,Delhi,162,124,8,162,-0.0,7.84,0
71613,Delhi Capitals,Delhi Capitals,Delhi,162,123,7,162,-0.0,7.9,0
71617,Delhi Capitals,Delhi Capitals,Delhi,159,119,3,162,18.0,8.02,0
71618,Delhi Capitals,Delhi Capitals,Delhi,159,118,2,162,9.0,8.08,0
71619,Delhi Capitals,Delhi Capitals,Delhi,159,117,1,162,6.0,8.15,0
71620,Delhi Capitals,Delhi Capitals,Delhi,158,116,0,162,6.0,8.17,0
71850,Chennai Super Kings,Rajasthan Royals,Chennai,181,119,3,186,30.0,9.13,1
71851,Chennai Super Kings,Rajasthan Royals,Chennai,180,118,2,186,18.0,9.15,1
71852,Chennai Super Kings,Rajasthan Royals,Chennai,176,117,1,186,20.0,9.03,1
71853,Chennai Super Kings,Rajasthan Royals,Chennai,172,116,0,186,21.0,8.9,1
72094,Punjab Kings,Delhi Capitals,Delhi,110,119,3,121,66.0,5.55,0
72095,Punjab Kings,Delhi Capitals,Delhi,106,118,2,121,45.0,5.39,0
72096,Punjab Kings,Delhi Capitals,Delhi,102,117,1,121,38.0,5.23,0
72097,Punjab Kings,Delhi Capitals,Delhi,102,116,0,121,28.5,5.28,0
72313,Mumbai Indians,Kolkata Knight Riders,Kolkata,160,125,9,160,-0.0,7.68,1
72319,Mumbai Indians,Kolkata Knight Riders,Kolkata,155,119,3,160,30.0,7.82,1
72320,Mumbai Indians,Kolkata Knight Riders,Kolkata,155,118,2,160,15.0,7.88,1
72321,Mumbai Indians,Kolkata Knight Riders,Kolkata,155,117,1,160,10.0,7.95,1
72322,Mumbai Indians,Kolkata Knight Riders,Kolkata,155,116,0,160,7.5,8.02,1
72555,Chennai Super Kings,Sunrisers Hyderabad,Chennai,160,125,9,160,-0.0,7.68,1
72561,Chennai Super Kings,Sunrisers Hyderabad,Chennai,156,119,3,160,24.0,7.87,1
72562,Chennai Super Kings,Sunrisers Hyderabad,Chennai,155,118,2,160,15.0,7.88,1
72563,Chennai Super Kings,Sunrisers Hyderabad,Chennai,151,117,1,160,18.0,7.74,1
72564,Chennai Super Kings,Sunrisers Hyderabad,Chennai,151,116,0,160,13.5,7.81,1
72804,Kolkata Knight Riders,Punjab Kings,Kolkata,140,119,3,150,60.0,7.06,1
72805,Kolkata Knight Riders,Punjab Kings,Kolkata,140,118,2,150,30.0,7.12,1
72806,Kolkata Knight Riders,Punjab Kings,Kolkata,140,117,1,150,20.0,7.18,1
72807,Kolkata Knight Riders,Punjab Kings,Kolkata,140,116,0,150,15.0,7.24,1
73040,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,145,125,9,145,-0.0,6.96,1
73046,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,143,119,3,145,12.0,7.21,1
73047,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,143,118,2,145,6.0,7.27,1
73048,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,142,117,1,145,6.0,7.28,1
73049,Rajasthan Royals,Sunrisers Hyderabad,Jaipur,142,116,0,145,4.5,7.34,1
73271,Royal Challengers Bangalore,Mumbai Indians,Mumbai,195,125,9,195,-0.0,9.36,0
73277,Royal Challengers Bangalore,Mumbai Indians,Mumbai,189,119,3,195,36.0,9.53,0
73278,Royal Challengers Bangalore,Mumbai Indians,Mumbai,189,118,2,195,18.0,9.61,0
73279,Royal Challengers Bangalore,Mumbai Indians,Mumbai,189,117,1,195,12.0,9.69,0
73280,Royal Challengers Bangalore,Mumbai Indians,Mumbai,189,116,0,195,9.0,9.78,0
73523,Kolkata Knight Riders,Chennai Super Kings,Chennai,187,119,3,201,84.0,9.43,0
73524,Kolkata Knight Riders,Chennai Super Kings,Chennai,187,118,2,201,42.0,9.51,0
